t2,t10,t6,t1,t4,t9,t15,t3,t19,t18,t16,t12,t8,t14,t7,t5,t13,t11,t17
t2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
t10,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
t6,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0
t1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1
t4,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
t9,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
t15,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0
t3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
t19,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
t18,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1
t16,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0
t12,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0
t8,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0
t14,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0
t7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
t5,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0
t13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
t11,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
t17,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
