t3,t17,t13,t10,t16,t19,t4,t2,t7,t11,t14,t18,t5,t8,t1,t12,t9,t6,t15
t3,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
t17,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
t13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
t10,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
t16,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
t19,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
t4,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
t2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
t7,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
t11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
t14,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
t18,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0
t5,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
t8,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
t1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1
t12,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
t9,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
t6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
t15,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
