t9,t14,t2,t15,t13,t11,t8,t19,t3,t17,t10,t5,t1,t18,t16,t7,t12,t6,t4
t9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t14,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
t2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
t15,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
t13,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
t11,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
t8,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
t19,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0
t3,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
t17,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
t10,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
t5,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
t1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
t18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
t16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
t7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
t12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
t6,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
t4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
