t5,t7,t14,t19,t9,t15,t16,t17,t3,t8,t18,t6,t1,t11,t13,t2,t10,t12,t4
t5,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0
t7,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0
t14,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1
t19,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
t9,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
t15,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
t16,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0
t17,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
t3,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0
t8,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0
t18,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0
t6,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1
t1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1
t11,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
t13,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
t2,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
t10,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
t12,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1
t4,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0
