t12,t5,t3,t2,t1,t13,t19,t9,t4,t7,t11,t8,t18,t14,t15,t16,t17,t6,t10
t12,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
t5,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
t3,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
t2,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1
t1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1
t13,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1
t19,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0
t9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0
t4,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1
t7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
t11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
t8,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1
t18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
t14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
t15,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1
t16,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1
t17,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1
t6,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1
t10,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0
