t14,t8,t16,t18,t19,t17,t9,t10,t1,t15,t11,t13,t7,t6,t4,t2,t3,t5,t12
t14,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
t8,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0
t16,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
t18,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
t19,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
t17,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
t9,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
t10,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
t1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1
t15,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
t11,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
t13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
t7,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
t6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
t4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
t2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
t3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
t5,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0
t12,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
