t16,t5,t12,t11,t15,t6,t18,t19,t14,t4,t13,t10,t3,t8,t7,t17,t9,t2,t1
t16,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
t5,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
t12,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
t11,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
t15,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
t6,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0
t18,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0
t19,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0
t14,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1
t4,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
t13,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
t10,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
t3,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
t8,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
t7,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1
t17,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1
t9,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1
t2,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1
t1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
