t4,t6,t18,t14,t7,t8,t17,t2,t12,t19,t3,t15,t9,t1,t11,t5,t13,t16,t10
t4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
t6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
t18,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0
t14,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
t7,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
t8,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0
t17,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1
t2,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
t12,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
t19,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1
t3,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1
t15,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
t9,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
t1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0
t11,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1
t5,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
t13,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
t16,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
t10,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0
