t15,t17,t12,t18,t10,t4,t9,t3,t14,t19,t11,t16,t1,t2,t5,t6,t7,t8,t13
t15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
t17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
t12,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
t18,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
t10,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
t4,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
t9,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
t3,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
t14,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
t19,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
t11,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1
t16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
t1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
t2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
t5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
t6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
t7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
t8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
t13,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0
