t1,t18,t15,t10,t17,t12,t7,t3,t16,t9,t19,t2,t13,t14,t4,t11,t6,t5,t8
t1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
t18,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
t15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
t10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
t17,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
t12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
t7,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
t3,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0
t16,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0
t9,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
t19,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
t2,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
t13,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
t14,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
t4,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
t11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
t6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
t5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
t8,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
