t10,t8,t3,t1,t7,t14,t17,t6,t13,t9,t16,t2,t12,t18,t4,t19,t11,t5,t15
t10,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
t8,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
t3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
t1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
t7,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
t14,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1
t17,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
t6,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
t13,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
t9,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
t16,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
t2,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1
t12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
t18,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
t4,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
t19,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
t11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
t5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
t15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
