t14,t8,t16,t15,t4,t13,t17,t1,t6,t11,t5,t9,t2,t10,t7,t18,t3,t19,t12
t14,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
t8,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
t16,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
t15,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
t4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
t13,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
t17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
t1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
t6,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
t11,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
t5,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
t9,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
t2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
t10,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
t7,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
t18,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
t3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1
t19,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0
t12,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0
