t12,t2,t5,t17,t8,t7,t4,t15,t14,t16,t11,t1,t3,t9,t10,t13,t6,t19,t18
t12,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
t2,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0
t5,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0
t17,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0
t8,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0
t7,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
t4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
t15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
t14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
t16,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
t11,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
t1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
t3,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
t9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
t10,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
t13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
t6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
t19,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0
t18,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
