t18,t4,t8,t6,t2,t15,t10,t9,t7,t16,t12,t17,t3,t5,t13,t11,t1,t14,t19
t18,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0
t4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0
t8,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0
t6,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0
t2,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
t15,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1
t10,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0
t9,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0
t7,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0
t16,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0
t12,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1
t17,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1
t3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
t5,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
t13,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
t11,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
t1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
t14,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0
t19,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
