t13,t16,t6,t1,t2,t4,t18,t17,t7,t11,t10,t5,t15,t19,t12,t3,t14,t9,t8
t13,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
t16,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
t6,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
t1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1
t2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
t4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
t18,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1
t17,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
t7,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
t11,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
t10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
t5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
t15,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
t19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
t12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1
t3,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
t14,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0
t9,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
t8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
