t6,t18,t10,t1,t8,t3,t9,t11,t4,t13,t5,t7,t19,t14,t2,t16,t17,t15,t12
t6,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
t18,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
t10,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0
t1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
t8,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
t3,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
t9,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
t11,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
t4,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
t13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
t5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
t7,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
t19,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
t14,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
t2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
t16,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
t17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
t15,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
t12,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
