t8,t1,t13,t18,t2,t11,t3,t10,t17,t4,t5,t15,t7,t19,t6,t16,t14,t9,t12
t8,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
t1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
t13,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
t18,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
t2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0
t11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1
t3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1
t10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
t17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t5,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
t15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
t7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
t19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
t6,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
t16,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1
t14,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1
t9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
t12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
