t19,t13,t16,t1,t11,t14,t2,t12,t18,t17,t3,t6,t9,t7,t15,t10,t8,t4,t5
t19,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
t13,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
t16,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
t1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1
t11,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
t14,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1
t2,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
t12,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
t18,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0
t17,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0
t3,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0
t6,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0
t9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
t7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
t15,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0
t10,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1
t8,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
t4,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0
t5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
