t7,t16,t10,t13,t5,t12,t4,t14,t15,t1,t8,t2,t9,t18,t19,t11,t17,t3,t6
t7,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
t16,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
t10,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
t13,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
t5,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
t12,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
t4,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
t14,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
t15,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0
t1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
t8,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0
t2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
t9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
t18,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
t19,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
t11,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
t17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
t3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
t6,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0
