t14,t18,t12,t13,t8,t19,t4,t1,t10,t11,t7,t6,t17,t15,t16,t2,t3,t9,t5
t14,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0
t18,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
t12,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
t13,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
t8,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
t19,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
t4,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
t1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1
t10,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
t11,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
t7,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
t6,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
t17,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
t15,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
t16,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
t2,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
t3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
t9,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
t5,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
