t18,t15,t16,t19,t17,t11,t13,t12,t4,t10,t1,t7,t3,t2,t8,t9,t14,t6,t5
t18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
t15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
t16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
t19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1
t17,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
t11,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
t13,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1
t12,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
t4,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
t10,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
t1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
t7,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1
t3,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1
t2,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
t8,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1
t9,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
t14,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1
t6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
t5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
