t10,t9,t16,t7,t12,t1,t11,t17,t6,t8,t2,t18,t15,t14,t4,t5,t13,t3,t19
t10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
t9,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
t16,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
t7,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1
t12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1
t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
t11,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1
t17,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0
t6,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1
t8,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
t2,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1
t18,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0
t15,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0
t14,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0
t4,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
t5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
t13,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
t3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
t19,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0
