t14,t6,t7,t19,t1,t13,t10,t2,t3,t18,t12,t5,t15,t16,t8,t11,t17,t4,t9
t14,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
t6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
t7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
t19,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0
t1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1
t13,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1
t10,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1
t2,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1
t3,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1
t18,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
t12,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
t5,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1
t15,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1
t16,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
t8,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
t11,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
t17,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
t4,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1
t9,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
