t2,t16,t17,t18,t14,t5,t13,t3,t15,t10,t12,t6,t8,t1,t7,t11,t4,t9,t19
t2,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
t16,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
t17,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
t18,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
t14,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1
t5,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
t13,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
t3,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1
t15,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
t10,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
t12,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
t6,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
t8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
t1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
t7,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
t11,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
t4,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
t9,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0
t19,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
