t18,t9,t7,t6,t2,t10,t15,t14,t8,t5,t16,t1,t13,t17,t11,t3,t4,t19,t12
t18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
t9,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
t7,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
t6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
t2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
t10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
t15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
t14,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
t8,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
t5,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1
t16,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1
t1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1
t13,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
t17,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1
t11,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0
t3,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0
t4,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
t19,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0
t12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
