t14,t1,t5,t4,t6,t9,t16,t13,t18,t7,t2,t17,t12,t19,t8,t10,t11,t15,t3
t14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
t1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1
t5,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1
t4,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
t6,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
t9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
t16,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
t13,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t18,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
t17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
t12,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
t19,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
t8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
t10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
t11,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1
t15,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
t3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
