t14,t2,t7,t15,t1,t18,t9,t5,t16,t13,t11,t19,t12,t17,t8,t10,t6,t3,t4
t14,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
t2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
t7,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
t15,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
t1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
t18,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1
t9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
t5,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1
t16,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
t13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
t11,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1
t19,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0
t12,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
t17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
t8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
t10,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0
t6,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1
t3,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
t4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
