t11,t12,t15,t8,t18,t4,t5,t9,t10,t3,t17,t7,t16,t19,t14,t2,t1,t6,t13
t11,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
t12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t15,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
t8,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
t18,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1
t4,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
t5,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
t9,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
t10,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1
t3,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1
t17,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0
t7,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0
t16,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
t19,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0
t14,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
t2,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
t1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
t6,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
t13,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
