t10,t3,t9,t5,t8,t7,t2,t14,t19,t11,t18,t6,t15,t13,t16,t17,t12,t1,t4
t10,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
t3,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
t9,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
t5,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1
t8,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
t7,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0
t2,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
t14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
t19,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
t11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t18,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
t6,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0
t15,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1
t13,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
t16,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0
t17,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0
t12,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
t1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
t4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
