t19,t8,t15,t3,t13,t10,t6,t4,t14,t16,t11,t17,t12,t5,t7,t1,t2,t9,t18
t19,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1
t8,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1
t15,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1
t3,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
t13,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
t10,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0
t6,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
t4,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
t14,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
t16,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1
t11,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
t17,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
t12,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
t5,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
t7,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
t1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
t2,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1
t9,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0
t18,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0
