t3,t16,t7,t14,t17,t15,t4,t9,t12,t2,t18,t8,t19,t10,t5,t6,t13,t11,t1
t3,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1
t16,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
t7,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1
t14,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
t17,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
t15,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
t4,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1
t9,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
t12,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
t2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
t18,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0
t8,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
t19,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
t10,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
t5,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
t6,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
t13,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1
t11,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
t1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
