t9,t18,t2,t1,t14,t12,t3,t5,t16,t7,t19,t17,t6,t10,t8,t15,t4,t13,t11
t9,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0
t18,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
t2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1
t1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1
t14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
t12,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
t3,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
t5,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
t16,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1
t7,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1
t19,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1
t17,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1
t6,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1
t10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
t8,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0
t15,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0
t4,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
t13,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
t11,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
