t1,t14,t12,t10,t7,t3,t8,t9,t4,t13,t11,t15,t2,t19,t5,t17,t16,t18,t6
t1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
t14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
t12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
t10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
t7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
t3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
t8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
t9,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1
t4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0
t13,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1
t11,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1
t15,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1
t2,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1
t19,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1
t5,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
t17,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1
t16,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1
t18,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0
t6,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
