t16,t12,t11,t14,t8,t13,t17,t6,t18,t3,t19,t7,t9,t10,t5,t15,t2,t4,t1
t16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
t12,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0
t11,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
t14,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0
t8,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
t13,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
t17,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
t6,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1
t18,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
t3,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
t19,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0
t7,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
t9,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
t10,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
t5,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
t15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
t2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
t4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
t1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
