t11,t9,t16,t17,t19,t12,t5,t4,t10,t7,t1,t2,t8,t18,t6,t15,t13,t14,t3
t11,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1
t9,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
t16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
t17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
t19,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
t12,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
t5,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1
t4,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1
t10,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1
t7,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
t1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
t2,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
t8,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
t18,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
t6,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1
t15,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1
t13,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1
t14,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
t3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
