t8,t18,t2,t17,t9,t19,t11,t1,t10,t15,t14,t16,t12,t4,t3,t13,t7,t6,t5
t8,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1
t18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
t2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
t17,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1
t9,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1
t19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
t11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
t1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
t10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
t15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
t14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
t16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
t12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
t4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
t3,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
t13,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
t7,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
t6,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0
t5,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0
