t11,t19,t15,t1,t2,t6,t13,t17,t16,t12,t5,t4,t14,t7,t3,t10,t9,t8,t18
t11,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
t19,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
t15,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
t1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1
t2,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1
t6,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0
t13,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
t17,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0
t16,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
t12,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1
t5,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1
t4,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1
t14,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1
t7,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1
t3,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1
t10,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
t9,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0
t8,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
t18,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0
