t14,t15,t16,t7,t13,t19,t10,t1,t8,t12,t11,t4,t9,t2,t5,t18,t3,t17,t6
t14,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1
t15,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
t16,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
t7,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
t13,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
t19,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
t10,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
t1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
t8,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
t12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
t11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
t4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
t9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
t2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
t5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
t18,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
t3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
t17,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
t6,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
