t5,t4,t3,t11,t19,t6,t12,t14,t8,t9,t16,t10,t18,t7,t17,t2,t15,t1,t13
t5,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0
t4,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1
t3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t6,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0
t12,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0
t14,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
t8,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0
t9,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0
t16,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1
t10,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
t18,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1
t7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
t17,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1
t2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
t15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
t1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
t13,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0
