t14,t17,t8,t16,t12,t7,t13,t19,t15,t3,t18,t4,t5,t6,t11,t9,t1,t2,t10
t14,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
t17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
t8,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
t16,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
t12,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1
t7,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
t13,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
t19,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
t15,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0
t3,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
t18,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
t4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
t5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
t6,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1
t11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
t9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
t1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
t2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1
t10,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0
