t18,t15,t19,t2,t5,t11,t7,t1,t16,t13,t8,t6,t9,t14,t17,t3,t4,t12,t10
t18,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1
t15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
t19,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
t2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
t5,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
t11,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0
t7,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
t1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0
t16,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1
t13,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
t8,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1
t6,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0
t9,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
t14,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0
t17,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0
t3,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
t4,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
t12,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
t10,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
