t3,t11,t10,t13,t5,t16,t17,t2,t7,t4,t14,t18,t15,t1,t12,t19,t9,t6,t8
t3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t10,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
t13,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
t5,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
t16,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1
t17,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
t2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
t7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
t4,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
t14,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1
t18,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
t15,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
t1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
t12,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
t19,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
t9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
t6,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
t8,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0
