t9,t19,t11,t10,t1,t17,t4,t2,t5,t8,t6,t16,t14,t12,t15,t13,t18,t7,t3
t9,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
t19,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0
t11,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0
t10,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0
t1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
t17,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0
t4,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0
t2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
t5,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
t8,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0
t6,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
t16,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
t14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
t12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
t15,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1
t13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
t18,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
t7,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
t3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
