tree.number	q01.sim	q10.sim	pSpec.sim	q01.fit	q10.fit	pSpec.fit	llik.fit	
78	 0.001	 0.001	 0.4	 0.00212270885746129	 0.585016627478875	 0.00979200710051119	 12.9353094291883	 
67	 0.001	 0.001	 0.4	 0.00212270885746129	 0.585016627478875	 0.00979200710051119	 12.9362594831367	 
64	 0.001	 0.001	 0.4	 0.00249874780623986	 0.425637556444371	 0.0126668052787125	 12.9335528487447	 
87	 0.001	 0.001	 0.4	 0.00298837877769343	 0.309266866437354	 0.0131007534901911	 11.8543525230725	 
88	 0.001	 0.001	 0.4	 0.00235915147447729	 0.465897320424757	 0.0121765961017928	 13.1478172964386	 
94	 0.001	 0.001	 0.4	 0.00514109527145387	 0.209105544217314	 0.0124894414393979	 9.78255548533346	 
100	 0.001	 0.001	 0.4	 0.00235915147447729	 0.465897320424757	 0.0121765961017928	 13.1476833117851	 
83	 0.001	 0.001	 0.4	 0.00246890213020455	 0.415431277555528	 0.0128683334829192	 12.9388469757277	 
63	 0.001	 0.001	 0.4	 0.0024562794668317	 0.641127557408355	 0.006629861192062	 12.5158137673204	 
80	 0.001	 0.001	 0.4	 0.00320476254326546	 0.363035302356358	 0.0127467628666516	 12.5131258990698	 
57	 0.001	 0.001	 0.4	 0.00319972359036311	 0.30853369444128	 0.0125208213417096	 11.8604244471038	 
66	 0.001	 0.001	 0.4	 0.00235915147447729	 0.465897320424757	 0.0121765961017928	 13.1476755857268	 
73	 0.001	 0.001	 0.4	 0.00320476254326546	 0.363035302356358	 0.0127467628666516	 12.5073229211196	 
71	 0.001	 0.001	 0.4	 0.00229761515670477	 0.417155363163574	 0.0133210423671607	 12.9348186795758	 
84	 0.001	 0.001	 0.4	 0.00320476254326546	 0.363035302356358	 0.0127467628666516	 12.5086502262071	 
60	 0.001	 0.001	 0.4	 0.00212270885746129	 0.585016627478875	 0.00979200710051119	 12.9376166814497	 
74	 0.001	 0.001	 0.4	 0.00235915147447729	 0.465897320424757	 0.0121765961017928	 13.1493267403022	 
85	 0.001	 0.001	 0.4	 0.00338337472908725	 0.319630062398287	 0.0129210967644745	 11.8534661577106	 
77	 0.001	 0.001	 0.4	 0.00320476254326546	 0.363035302356358	 0.0127467628666516	 12.5067617797282	 
79	 0.001	 0.001	 0.4	 0.00320476254326546	 0.363035302356358	 0.0127467628666516	 12.5091228374395	 
70	 0.001	 0.001	 0.4	 0.00235915147447729	 0.465897320424757	 0.0121765961017928	 13.1485441352455	 
86	 0.001	 0.001	 0.4	 0.00320476254326546	 0.363035302356358	 0.0127467628666516	 12.5090835152558	 
62	 0.001	 0.001	 0.4	 0.00384519761022719	 0.265130866207708	 0.0112595488707813	 10.9513937368726	 
92	 0.001	 0.001	 0.4	 0.00319972359036311	 0.30853369444128	 0.0125208213417096	 11.8560984015284	 
69	 0.001	 0.001	 0.4	 0.00235165417676758	 0.523113200069476	 0.0125908142957427	 13.1517584885116	 
65	 0.001	 0.001	 0.4	 0.00320476254326546	 0.363035302356358	 0.0127467628666516	 12.5090472869472	 
81	 0.001	 0.001	 0.4	 0.00280688443994104	 0.323261488097233	 0.0130450608687231	 11.8566494041394	 
75	 0.001	 0.001	 0.4	 0.00320476254326546	 0.363035302356358	 0.0127467628666516	 12.5113261381078	 
76	 0.001	 0.001	 0.4	 0.00384519761022719	 0.265130866207708	 0.0112595488707813	 10.9532425445186	 
90	 0.001	 0.001	 0.4	 0.00319972359036311	 0.30853369444128	 0.0125208213417096	 11.8561162317239	 
93	 0.001	 0.001	 0.4	 0.00384519761022719	 0.265130866207708	 0.0112595488707813	 10.9566947559333	 
68	 0.001	 0.001	 0.4	 0.00235915147447729	 0.465897320424757	 0.0121765961017928	 13.1498828315741	 
96	 0.001	 0.001	 0.4	 0.00235915147447729	 0.465897320424757	 0.0121765961017928	 13.1473866219213	 
98	 0.001	 0.001	 0.4	 0.00384519761022719	 0.265130866207708	 0.0112595488707813	 10.9560974094138	 
97	 0.001	 0.001	 0.4	 0.00298837877769343	 0.309266866437354	 0.0131007534901911	 11.8541420839366	 
59	 0.001	 0.001	 0.4	 0.00316518581164664	 0.311424577808377	 0.0125758453109318	 11.8586946350059	 
89	 0.001	 0.001	 0.4	 0.00442321270761837	 0.259219879547544	 0.0106390782103195	 10.9447036796451	 
72	 0.001	 0.001	 0.4	 0.00235915147447729	 0.465897320424757	 0.0121765961017928	 13.1510752640414	 
58	 0.001	 0.001	 0.4	 0.887640961539398	 0.327185445818081	 0.000726255502993975	 15.2809455027595	 
