tree.number	q01.sim	q10.sim	pSpec.sim	lambda.sim	ntaxa.sim	q01.fit	q10.fit	pSpec.fit	llik.fit	
11	 0.252646811306477	 0.27737638563849	 0.64784947829321	 0.934100275393575	 11	 7.83534258743205e-28	 5.20424071081233e-09	 0.444430622177391	 6.18265421350967	 
14	 0.831069522770122	 0.610078603960574	 0.815135032404214	 1.46089069452137	 12	 0.452265491396795	 0.871839017129437	 1.03638182871683	 19.8706795872691	 
46	 0.093868799507618	 0.68051735451445	 1.8648399906233	 1.48978896532208	 13	 1.48607028391944e-07	 0.119517807575934	 329071.141269771	 9.82857768203234	 
4	 0.877769175451249	 0.744784529320896	 1.22734494274482	 1.48478067386895	 13	 1.23417847742789	 1.33344016717938	 1.02120254420951	 32.0206371556007	 
42	 0.00815775315277278	 0.699553185375407	 1.24856786010787	 1.7237088107504	 22	 102.37912547819	 9.37184548610233e-17	 230114679.440429	 -1.01617784636588e-15	 
39	 0.297922577243298	 0.287297992734239	 1.4339959314093	 1.56915819784626	 17	 0.77505477588642	 0.189444606424085	 1.04208334878926	 32.2220714031185	 
41	 0.851380868582055	 0.224842136027291	 0.50544569035992	 1.26200453098863	 17	 1.1848574962939	 0.214301945882473	 0.42187854311298	 38.8035758732603	 
53	 0.633921351283789	 0.249300565803424	 1.67209606198594	 1.85972634330392	 18	 0.338287362100749	 0.525637745267146	 0.859751680431356	 45.8562484393397	 
12	 0.564714150968939	 0.981359272729605	 0.879108206834644	 0.61231774976477	 82	 1200.67470981829	 1.19015019068176e-15	 8.59590464937943e+25	 0	 
34	 0.382348485989496	 0.468548068078235	 0.720205950550735	 1.3743364373222	 22	 0.995506716703495	 0.289347778220983	 0.602308412452592	 62.8046512954296	 
5	 0.848010709276423	 0.573166608577594	 0.083275749348104	 0.947800734080374	 18	 0.607466486960557	 0.444908588199005	 1.62130288095383e-06	 82.031864907656	 
52	 0.479527297662571	 0.975967280101031	 0.881026375573128	 0.641799322329462	 24	 0.386646192401547	 0.450741405111217	 0.8939613517046	 132.934692904675	 
95	 0.772036320762709	 0.0255046102683991	 0.0683039831928909	 1.66100396821275	 16	 1.14334185368816	 1.38078343066655	 1.32361154339348e-06	 49.8788967966881	 
16	 0.584945433074608	 0.113993470789865	 0.481665707193315	 0.541889796499163	 25	 0.593266281010847	 0.690216303583041	 0.408999734980121	 146.658050919141	 
29	 0.150618942920119	 0.817877705907449	 1.70257882261649	 0.233413563575596	 25	 0.0953452445155628	 0.105970940575887	 4.68625496765325	 102.904312977558	 
60	 0.801486770622432	 0.557220284128562	 1.41003208002076	 1.51959116477519	 22	 0.639231747962908	 0.717998176231452	 0.927184343546527	 90.3856173964073	 
26	 0.083732757717371	 0.91454585432075	 0.164398075081408	 1.4699220652692	 24	 0.0875720273141802	 0.0627218133341142	 0.269448470641679	 41.5254488260271	 
9	 0.921856782399118	 0.273475828580558	 0.452226025983691	 0.529395038727671	 27	 1.19115967957003	 1.31468269154914	 0.116094286680636	 201.802718347964	 
44	 0.385766068706289	 0.279780139448121	 1.53350547607988	 0.541317401919514	 83	 1200.67470981829	 1.19015019068176e-15	 8.59590464937943e+25	 -9.6800486924982e-19	 
28	 0.474801764590666	 0.316003161948174	 0.228661162313074	 1.69106210023165	 28	 0.887613147012681	 0.391196945641238	 0.20790010736554	 133.3743202303	 
56	 0.217769339680672	 0.470503175165504	 0.729221812915057	 1.53964255936444	 26	 0.291674352125077	 0.141058680769783	 0.802370783780415	 61.7280427304055	 
21	 0.324773361440748	 0.948801931692287	 0.659685178194195	 1.14970418391749	 27	 0.249602366305509	 0.33141134793407	 0.684741723728975	 122.693467243615	 
67	 0.983874394791201	 0.705452166963369	 0.782645416911691	 0.225832200609148	 28	 0.624507263963476	 0.777144314550175	 1.07663379952283	 229.853645455789	 
112	 0.0112459231168032	 0.603744853753597	 1.8282857532613	 0.915257920976728	 32	 1241.42189241711	 8.74959082390732e-14	 1426891.73522289	 -3.16291276733719e-13	 
19	 0.834463638719171	 0.190196065232158	 0.832998827565461	 1.14463699003682	 35	 0.693635741656225	 0.78771878718806	 1.89426996722578	 278.187938982407	 
108	 0.870009523350745	 0.136699353577569	 0.431556961964816	 1.20340606849641	 30	 0.8556141433242	 0.905342575031248	 0.355833151327023	 213.577611401665	 
116	 0.506844000192359	 0.92778082145378	 1.92539889691398	 1.17063912143931	 84	 1200.67470981829	 1.19015019068176e-15	 8.59590464937943e+25	 -2.97322697958411e-18	 
75	 0.581308879889548	 0.894326987443492	 1.71024376712739	 1.25574470078573	 19	 0.240932501291176	 0.191579989400205	 0.945429245488254	 38.2197670831676	 
54	 0.0310429444070905	 0.685279352357611	 0.295054977759719	 0.950480687431991	 32	 0.0468521096629673	 0.0380738010994118	 0.39749792673575	 57.8373343657701	 
30	 0.59542624047026	 0.988658950664103	 0.968424531631172	 1.51580591220409	 39	 0.731861294248949	 0.568471230994419	 0.877339745889138	 301.636105133293	 
27	 0.350390635197982	 0.664736522361636	 1.91009337129071	 1.2321635610424	 39	 0.314576067484294	 0.257947902432676	 1.26654110620101	 204.110068819816	 
172	 0.0616685408167541	 0.715165908215567	 1.92727224016562	 1.03844224754721	 20	 3.3010606746342	 0.186220871610325	 0.861443465411161	 29.6110231951306	 
8	 0.919831396779045	 0.644390935543925	 1.67594350595027	 1.94160687969998	 43	 0.806759977305402	 0.861621035732364	 1.28564350507686	 400.433203796662	 
84	 0.978761574951932	 0.858805512543768	 1.26441677473485	 0.368383816909045	 38	 0.605900698110453	 0.680675018727496	 1.14550404646609	 420.473139501646	 
228	 0.881673359079286	 0.985009983414784	 1.65440718038008	 0.150823867879808	 20	 0.481907767597405	 0.642679688364008	 1.74748963855347	 105.536585537676	 
97	 0.297478143125772	 0.678479304770008	 0.54591024434194	 1.72544579114765	 40	 0.1448947712119	 0.286115457731676	 0.672097465752507	 166.186088616691	 
70	 0.484271161258221	 0.609594840323552	 1.77282638475299	 0.848835652694106	 42	 0.453167152358247	 0.489149987362231	 1.07834822584898	 436.195740057631	 
77	 0.654166256077588	 0.284174418309703	 1.82710193516687	 1.97464463021606	 87	 1200.67470981829	 1.19015019068176e-15	 8.59590464937943e+25	 -1.37079245667373e-17	 
164	 0.505153298843652	 0.52926061488688	 0.363324560690671	 0.21212497446686	 36	 0.405867500093619	 0.359248850794003	 0.411032312048626	 380.023138408646	 
6	 0.35291841509752	 0.505985638592392	 0.11266778409481	 1.17146107461303	 44	 0.39121463156312	 0.294537339111477	 0.107072602450524	 342.509868222852	 
40	 0.150030042976141	 0.815813000779599	 1.57973958877847	 0.952751513104886	 46	 0.235137055097222	 0.130820224485106	 3.20390123594562	 259.676584192031	 
96	 0.781978062354028	 0.541788291884586	 0.86130831995979	 1.43314022105187	 14	 1.79281159178922e-09	 0.277371843123286	 52486.8238954662	 14.8614323221983	 
10	 0.768783923704177	 0.65768307284452	 0.78498620307073	 0.79188827238977	 49	 0.751036856712887	 0.757033564703774	 0.858878928186098	 637.803855053271	 
140	 0.226153967669234	 0.44126355019398	 1.10600370774046	 0.511794097255915	 34	 0.168503767634119	 0.200240247986434	 1.79727970062102	 257.070472015948	 
196	 0.670796796446666	 0.552098207408562	 1.84790926799178	 0.360389605164528	 10	 1.09739707634992	 1.32724900809201	 1.06120809298155	 20.1809334161827	 
50	 0.683767325943336	 0.852422903524712	 1.85423724167049	 1.80324755050242	 92	 1200.67470981829	 1.19015019068176e-15	 8.59590464937943e+25	 -3.77220880001463e-17	 
38	 0.465008017839864	 0.403668510494754	 1.8844928923063	 1.92708216747269	 50	 0.35335424227815	 0.414967664681232	 1.5097538168327	 329.819959182773	 
51	 0.00133881927467883	 0.0858911569230258	 0.591373778413981	 1.69259907118976	 44	 2.29263304024959e-09	 2.12714222581261e-09	 0.523749601254045	 29.0645454531056	 
