tree.number	q01.sim	q10.sim	pSpec.sim	lambda.sim	ntaxa.sim	q01.fit	q10.fit	pSpec.fit	llik.fit	
35	 0.12855893233791	 0.12855893233791	 1.65018225368112	 1.98497114190832	 10	 2.0591068409685	 0.163789785119211	 1.09467311639438	 4.61876163995232	 
37	 0.384636130882427	 0.384636130882427	 1.55713456589729	 0.462204782757908	 13	 0.249045849724239	 0.314886065138268	 1.45201715053868	 25.9300596841487	 
28	 0.551685362355784	 0.551685362355784	 0.62777758250013	 1.01101496815681	 13	 0.474096359884891	 0.400491591603602	 0.570492719452142	 31.3758115824215	 
7	 0.925549344159663	 0.925549344159663	 0.803990333341062	 0.359947361517698	 20	 0.752666049752718	 0.515704937212069	 0.675399833583424	 105.970853936527	 
33	 0.641536303795874	 0.641536303795874	 0.662959712091833	 1.24888541409746	 20	 0.280948832950459	 0.588890192419603	 0.813852273485116	 64.2474577443694	 
11	 0.143655405612662	 0.143655405612662	 0.392106663901359	 1.81695987656713	 20	 0.219577271866761	 0.185029307069031	 0.559718137544969	 46.4406140957049	 
46	 0.477086872095242	 0.477086872095242	 0.269835024606436	 1.84915279271081	 21	 0.455014944744145	 0.792493987333542	 0.239877600357263	 69.1075685725514	 
55	 0.117192358942702	 0.117192358942702	 0.11657738732174	 0.562093970831484	 19	 0.0783288368758784	 0.0330470438505186	 0.0985310090946656	 50.4052704784531	 
32	 0.830001349095255	 0.830001349095255	 0.784045630600303	 0.524959074798971	 28	 0.594076630003909	 0.67283688411943	 0.902224017414785	 210.39569843047	 
10	 0.0859480632934719	 0.0859480632934719	 1.79245682898909	 0.982081985101104	 83	 1200.67470981829	 1.19015019068176e-15	 8.59590464937943e+25	 -9.91234270266485e-19	 
39	 0.205657383194193	 0.205657383194193	 0.974739853292704	 0.748348124325275	 83	 1200.67470981829	 1.19015019068176e-15	 8.59590464937943e+25	 -9.72167492925446e-19	 
88	 0.129168837796897	 0.129168837796897	 1.58194146258757	 1.77007030136883	 14	 4.04976258089856e-07	 0.0500503926215587	 29309.2400760412	 6.62142582647479	 
36	 0.625815787352622	 0.625815787352622	 0.456615800969303	 1.02252593217418	 29	 0.841577385776169	 0.720287175656092	 0.546909649177216	 207.695230680423	 
12	 0.706245982786641	 0.706245982786641	 0.866594075225294	 1.51499722944573	 29	 0.693496055367408	 0.545460013867584	 0.814741320403715	 163.36862613632	 
9	 0.414260487770662	 0.414260487770662	 1.3256996688433	 1.83315895451233	 27	 0.141879736686737	 0.264716348655088	 0.943014110965927	 70.3773328964472	 
5	 0.90765132359229	 0.90765132359229	 1.23715834831819	 1.07076209690422	 30	 0.874506211830787	 1.00410533851954	 1.39529394894983	 226.296999896604	 
6	 0.172207807423547	 0.172207807423547	 1.94920367700979	 0.477588206063956	 84	 1200.67470981829	 1.19015019068176e-15	 8.59590464937943e+25	 -2.9671760597405e-18	 
66	 0.95592186646536	 0.95592186646536	 1.50866984995082	 0.501384955830872	 24	 0.602464897954934	 0.652699305510505	 0.855657137271444	 146.747993280688	 
27	 0.209522515302524	 0.209522515302524	 0.103702663909644	 0.79643133468926	 83	 0.0710545513430651	 428884068953499392	 2.33821162048913e-24	 -2	 
61	 0.469893601490185	 0.469893601490185	 1.35227076383308	 0.461479456629604	 21	 0.175555726237006	 0.234713768976085	 2.93944518870778	 92.990401668234	 
16	 0.524682877119631	 0.524682877119631	 0.846512035001069	 1.78900144714862	 32	 0.419886004125068	 0.339400206639219	 0.874832329738989	 115.330419381659	 
23	 0.215128911891952	 0.215128911891952	 1.2785484273918	 1.9397796401754	 34	 0.213668577114713	 0.20568517200233	 1.85940076417061	 135.215127701939	 
15	 0.404873281251639	 0.404873281251639	 0.0657820268534124	 0.6800163150765	 34	 0.385534174799194	 0.37017914809348	 0.0483150806087008	 202.86623393995	 
65	 0.312932453816757	 0.312932453816757	 1.69687920762226	 0.858950615860522	 24	 0.170765303686375	 0.317311425345238	 2.55297565881704	 104.645808419328	 
14	 0.907562691252679	 0.907562691252679	 1.51882011722773	 0.838769892696291	 36	 0.600791180018476	 0.730953307475087	 1.23625266268803	 284.215476470018	 
3	 0.813691538060084	 0.813691538060084	 0.74620527587831	 0.294299789704382	 40	 0.430114444505355	 0.442489963467281	 1.21568599790265	 464.431567649715	 
59	 0.513799432199448	 0.513799432199448	 0.478409791830927	 0.618018015287817	 15	 0.836760844236517	 0.566618403969427	 0.313161508290694	 52.3332251761653	 
18	 0.0345321265049279	 0.0345321265049279	 0.734145240858197	 1.81610305141658	 29	 1.53120579552856e-06	 0.0151174274750128	 0.816147290643245	 19.2563086399952	 
62	 0.332152951043099	 0.332152951043099	 1.19089523749426	 0.210595164913684	 28	 0.25018570910723	 0.232639215389255	 1.34541413805314	 205.300968260434	 
71	 0.525268292054534	 0.525268292054534	 1.44819740951061	 0.445744446944445	 25	 0.353204490269616	 0.455869451523034	 1.1281966728129	 127.451952556716	 
122	 0.931058892048895	 0.931058892048895	 0.163240997120738	 1.02543720463291	 29	 1.05931902372935	 0.934971537741275	 0.209038775844111	 196.660095241322	 
13	 0.0619015581905842	 0.0619015581905842	 1.93204227555543	 1.9162649945356	 33	 2.27127124479165e-08	 0.0334230274947135	 3172357.76401055	 20.0927640501561	 
127	 0.877920873695984	 0.877920873695984	 1.09545482695103	 0.904807210434228	 17	 0.277341279498186	 0.36684429198498	 1.2291368613783	 59.0778747461883	 
92	 0.122233834350482	 0.122233834350482	 1.35140385525301	 1.25139974011108	 32	 0.119640449992985	 0.0900304179131481	 7.04104799073279	 86.2148673685541	 
74	 0.511988476384431	 0.511988476384431	 1.50936301937327	 0.61787097947672	 83	 1200.67470981829	 1.19015019068176e-15	 8.59590464937943e+25	 -9.91217806153682e-19	 
43	 0.564253607066348	 0.564253607066348	 0.309186261612922	 1.04917677445337	 44	 0.437149548618041	 0.678382710567952	 0.352900469508926	 376.362855054066	 
54	 0.166818018769845	 0.166818018769845	 1.52341411449015	 0.96839667018503	 88	 1200.67470981829	 1.19015019068176e-15	 8.59590464937943e+25	 -2.06941484571369e-17	 
50	 0.489228237885982	 0.489228237885982	 1.33029065467417	 1.67230529757217	 37	 0.741124074511785	 0.589634827400541	 0.948173581880038	 235.439554790256	 
83	 0.785323303891346	 0.785323303891346	 0.0251815714873374	 0.498507773038	 35	 0.509375012696464	 0.554054193414696	 0.236583909061793	 326.78313797947	 
79	 0.804097917862236	 0.804097917862236	 0.579688305500895	 1.42370324814692	 34	 0.763533874115368	 0.781939979086017	 0.617954129094338	 249.257551998675	 
135	 0.762102688662708	 0.762102688662708	 1.65067340247333	 0.491632701363415	 11	 1.29758824475417e-07	 0.63773936027039	 3328329.95942966	 25.8695753181166	 
99	 0.356603967258707	 0.356603967258707	 0.697835731320083	 1.23405165132135	 24	 0.389836892927039	 0.465420874877683	 0.788425079679563	 115.198545194054	 
53	 0.47382036736235	 0.47382036736235	 1.30247517349198	 1.18360832892358	 44	 0.320003451343257	 0.405952461351605	 1.40225667842654	 296.497812412109	 
148	 0.578174743335694	 0.578174743335694	 0.227362264413387	 0.916376115754247	 32	 0.584858903074464	 0.725988391215058	 0.295790952830476	 266.174577315023	 
109	 0.723215370438993	 0.723215370438993	 1.29997052811086	 0.668028114829212	 27	 0.308405948901703	 0.392931934757076	 0.963052679946418	 192.920068999152	 
93	 0.207297574030235	 0.207297574030235	 0.15989703219384	 1.64333597244695	 42	 0.182652173363981	 0.190134475299223	 0.210713968484914	 235.211728949338	 
20	 0.508798497263342	 0.508798497263342	 0.0197222428396344	 0.318344685714692	 49	 0.407639068476407	 0.431884617541262	 0.0862954654567248	 716.341415237954	 
48	 0.544546698452905	 0.544546698452905	 0.824112946167588	 0.481249683070928	 55	 0.513355240006882	 0.52219727309886	 0.816410594382846	 815.38219642192	 
95	 0.421538364840671	 0.421538364840671	 0.496231403201818	 1.1603591805324	 49	 0.414848976099606	 0.367784121394519	 0.4665003956147	 415.454014195422	 
130	 0.271861515706405	 0.271861515706405	 0.450638942420483	 0.567418212071061	 36	 0.352787454606832	 0.207540774039324	 0.405712027927185	 247.296917669933	 
44	 0.928609146736562	 0.928609146736562	 0.607073700521141	 1.83068572310731	 48	 0.7464146776058	 0.806932482200222	 0.657716457420145	 496.765956419064	 
104	 0.447747698286548	 0.447747698286548	 1.72828730987385	 0.387882199604064	 23	 0.511735080263821	 0.431774270235199	 1.02442785377739	 126.956193333382	 
186	 0.218442439567298	 0.218442439567298	 1.97671941807494	 1.65370073216036	 13	 0.415476987729946	 0.35031440232182	 1.00008802542707	 23.4094310159302	 
45	 0.783107281895354	 0.783107281895354	 0.134438746608794	 0.969452367629856	 43	 0.901972176480341	 0.793445745703141	 1.65798994991728e-05	 459.124343102217	 
149	 0.117738001048565	 0.117738001048565	 0.474329181015491	 1.76664318470284	 34	 0.125519963760196	 0.139591274261196	 0.566605639579448	 103.727774353836	 
183	 0.615744013804942	 0.615744013804942	 1.65863140113652	 1.00962647609413	 91	 1200.67470981829	 1.19015019068176e-15	 8.59590464937943e+25	 -4.44271300154027e-17	 
68	 0.426396767375991	 0.426396767375991	 0.70882158819586	 0.304902748204768	 50	 0.414594521714106	 0.390025572251829	 0.593537390906923	 691.277755628161	 
